fragment1,fragment2,cloneType,lineSimilarity
"|project://assignment2/data/large/2599719.java|(38273,1184,<866,4>,<900,5>)","|project://assignment2/data/large/1966020.java|(37488,1184,<850,4>,<884,5>)",type2(),100
"|project://assignment2/data/large/1109590.java|(36578,1179,<1035,4>,<1065,5>)","|project://assignment2/data/large/1109590.java|(38341,648,<1084,4>,<1099,5>)",type3(),91
"|project://assignment2/data/large/2481579.java|(29804,1973,<634,4>,<685,5>)","|project://assignment2/data/large/1802351.java|(29646,1979,<619,4>,<670,5>)",type3(),97
"|project://assignment2/data/large/1109590.java|(29574,495,<844,4>,<855,5>)","|project://assignment2/data/large/1109590.java|(31042,401,<883,4>,<894,5>)",type3(),83
"|project://assignment2/data/large/105863.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/12148.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(37078,1184,<830,4>,<864,5>)","|project://assignment2/data/large/209298.java|(36247,1191,<796,4>,<830,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(28689,1667,<578,4>,<620,5>)","|project://assignment2/data/large/126904.java|(27952,1625,<562,4>,<603,5>)",type3(),96
"|project://assignment2/data/large/100171.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/23336.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/101851.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/58954.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/2631723.java|(2819,599,<106,4>,<123,5>)","|project://assignment2/data/large/2181514.java|(3878,543,<117,4>,<131,5>)",type3(),83
"|project://assignment2/data/large/47340.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/70893.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/10640.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/14833.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/34597.java|(2159,599,<48,4>,<62,5>)","|project://assignment2/data/large/43033.java|(2159,599,<48,4>,<62,5>)",type1(),100
"|project://assignment2/data/large/70893.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/10993.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/47340.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/97910.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(14304,2639,<245,4>,<293,5>)","|project://assignment2/data/large/1560483.java|(9712,2639,<161,4>,<209,5>)",type1(),100
"|project://assignment2/data/large/104755.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/57055.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/23336.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/105863.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(37078,1184,<830,4>,<864,5>)","|project://assignment2/data/large/925397.java|(38502,1245,<846,4>,<880,5>)",type3(),96
"|project://assignment2/data/large/925397.java|(38502,1245,<846,4>,<880,5>)","|project://assignment2/data/large/126904.java|(37384,1191,<828,4>,<862,5>)",type3(),96
"|project://assignment2/data/large/14833.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/75612.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(38678,1184,<886,4>,<920,5>)","|project://assignment2/data/large/2599719.java|(37083,1184,<830,4>,<864,5>)",type2(),100
"|project://assignment2/data/large/105863.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/48890.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(39741,827,<959,8>,<979,9>)","|project://assignment2/data/large/1098324.java|(43515,827,<1020,8>,<1040,9>)",type1(),100
"|project://assignment2/data/large/47340.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/41662.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/105863.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/14833.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/46050.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/10640.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(17506,2402,<310,4>,<374,5>)","|project://assignment2/data/large/1560483.java|(12920,2402,<226,4>,<290,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(24956,2990,<509,4>,<560,5>)","|project://assignment2/data/large/2599719.java|(24743,2966,<511,4>,<562,5>)",type1(),100
"|project://assignment2/data/large/566527.java|(5492,899,<136,4>,<157,5>)","|project://assignment2/data/large/566527.java|(6397,914,<159,4>,<180,5>)",type3(),81
"|project://assignment2/data/large/47340.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/10993.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(31631,1135,<672,4>,<706,5>)","|project://assignment2/data/large/1966020.java|(31977,1135,<688,4>,<722,5>)",type1(),100
"|project://assignment2/data/large/10640.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/12148.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(24732,2966,<511,4>,<562,5>)","|project://assignment2/data/large/209298.java|(23819,2990,<477,4>,<528,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(38995,1040,<1101,4>,<1129,5>)","|project://assignment2/data/large/1109590.java|(36578,1179,<1035,4>,<1065,5>)",type2(),100
"|project://assignment2/data/large/23336.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/14833.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(45306,517,<1120,8>,<1133,9>)","|project://assignment2/data/large/1802351.java|(49898,517,<1204,8>,<1217,9>)",type1(),100
"|project://assignment2/data/large/209298.java|(35071,1170,<765,4>,<794,5>)","|project://assignment2/data/large/2430560.java|(35898,1162,<799,4>,<828,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(44691,838,<1041,8>,<1061,9>)","|project://assignment2/data/large/209298.java|(43590,838,<1010,8>,<1030,9>)",type1(),100
"|project://assignment2/data/large/1802351.java|(37078,1184,<830,4>,<864,5>)","|project://assignment2/data/large/2599719.java|(37083,1184,<830,4>,<864,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(48438,632,<1162,8>,<1179,9>)","|project://assignment2/data/large/1802351.java|(49256,632,<1185,8>,<1202,9>)",type1(),100
"|project://assignment2/data/large/74387.java|(805,1348,<27,4>,<46,5>)","|project://assignment2/data/large/6000.java|(805,1348,<27,4>,<46,5>)",type1(),100
"|project://assignment2/data/large/10640.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/48890.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/10993.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/12148.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/89548.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/130814.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(46781,1647,<1120,8>,<1160,9>)","|project://assignment2/data/large/1560483.java|(43007,1647,<1059,8>,<1099,9>)",type1(),100
"|project://assignment2/data/large/31722.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/10993.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(20458,453,<569,4>,<580,5>)","|project://assignment2/data/large/1109590.java|(30075,477,<857,4>,<868,5>)",type3(),83
"|project://assignment2/data/large/1098324.java|(30813,1135,<649,4>,<683,5>)","|project://assignment2/data/large/209298.java|(30761,1142,<638,4>,<672,5>)",type1(),100
"|project://assignment2/data/large/75612.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/130398.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(41757,2571,<976,8>,<1041,9>)","|project://assignment2/data/large/1802351.java|(41752,2571,<976,8>,<1041,9>)",type1(),100
"|project://assignment2/data/large/209298.java|(45496,1428,<1076,8>,<1109,9>)","|project://assignment2/data/large/2599719.java|(40419,1328,<942,8>,<974,9>)",type3(),71
"|project://assignment2/data/large/130398.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/10640.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(29640,1973,<619,4>,<670,5>)","|project://assignment2/data/large/2481579.java|(29804,1973,<634,4>,<685,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(37763,572,<1067,4>,<1082,5>)","|project://assignment2/data/large/1109590.java|(38995,1040,<1101,4>,<1129,5>)",type3(),83
"|project://assignment2/data/large/62894.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/32798.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(43515,827,<1020,8>,<1040,9>)","|project://assignment2/data/large/1802351.java|(44333,827,<1043,8>,<1063,9>)",type1(),100
"|project://assignment2/data/large/1560483.java|(32486,1184,<746,4>,<780,5>)","|project://assignment2/data/large/2430560.java|(38256,1184,<866,4>,<900,5>)",type2(),100
"|project://assignment2/data/large/126904.java|(33046,859,<706,4>,<731,5>)","|project://assignment2/data/large/2430560.java|(33617,868,<735,4>,<760,5>)",type3(),82
"|project://assignment2/data/large/2599719.java|(46185,1409,<1108,8>,<1141,9>)","|project://assignment2/data/large/1802351.java|(46180,1409,<1108,8>,<1141,9>)",type1(),100
"|project://assignment2/data/large/1802351.java|(14304,2639,<245,4>,<293,5>)","|project://assignment2/data/large/2599719.java|(14309,2639,<245,4>,<293,5>)",type1(),100
"|project://assignment2/data/large/10640.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/47340.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/47340.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/130398.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/31722.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/130398.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(46185,1409,<1108,8>,<1141,9>)","|project://assignment2/data/large/1098324.java|(45362,1409,<1085,8>,<1118,9>)",type1(),100
"|project://assignment2/data/large/75612.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/10993.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(49898,517,<1204,8>,<1217,9>)","|project://assignment2/data/large/126904.java|(50317,520,<1202,8>,<1215,9>)",type1(),100
"|project://assignment2/data/large/1109590.java|(20917,692,<582,4>,<603,5>)","|project://assignment2/data/large/1109590.java|(29072,496,<831,4>,<842,5>)",type3(),83
"|project://assignment2/data/large/1966020.java|(33118,851,<724,4>,<749,5>)","|project://assignment2/data/large/1802351.java|(33629,868,<735,4>,<760,5>)",type3(),82
"|project://assignment2/data/large/32955.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/104755.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(34491,1401,<762,4>,<797,5>)","|project://assignment2/data/large/126904.java|(34793,1409,<760,4>,<795,5>)",type1(),100
"|project://assignment2/data/large/31722.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/75612.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/103968.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/19995.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(37083,1184,<830,4>,<864,5>)","|project://assignment2/data/large/1966020.java|(37488,1184,<850,4>,<884,5>)",type1(),100
"|project://assignment2/data/large/101851.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/43963.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(38502,1245,<846,4>,<880,5>)","|project://assignment2/data/large/209298.java|(37444,1191,<832,4>,<866,5>)",type3(),88
"|project://assignment2/data/large/1560483.java|(33676,1184,<782,4>,<816,5>)","|project://assignment2/data/large/1560483.java|(32486,1184,<746,4>,<780,5>)",type2(),100
"|project://assignment2/data/large/47340.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/12148.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/23336.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/57055.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/6711.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/58954.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(47893,356,<1357,4>,<1367,5>)","|project://assignment2/data/large/1109590.java|(11363,403,<305,4>,<315,5>)",type3(),72
"|project://assignment2/data/large/104755.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/105863.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/32798.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/130814.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(37083,1184,<830,4>,<864,5>)","|project://assignment2/data/large/1098324.java|(37450,1184,<843,4>,<877,5>)",type2(),100
"|project://assignment2/data/large/126904.java|(14413,2661,<243,4>,<291,5>)","|project://assignment2/data/large/1966020.java|(14541,2645,<257,4>,<305,5>)",type1(),100
"|project://assignment2/data/large/62894.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/19995.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(31619,1135,<672,4>,<706,5>)","|project://assignment2/data/large/209298.java|(30761,1142,<638,4>,<672,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(12560,420,<342,4>,<353,5>)","|project://assignment2/data/large/1109590.java|(22503,418,<628,4>,<639,5>)",type3(),75
"|project://assignment2/data/large/126904.java|(34793,1409,<760,4>,<795,5>)","|project://assignment2/data/large/1098324.java|(33685,1401,<739,4>,<774,5>)",type1(),100
"|project://assignment2/data/large/103968.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/43963.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(18415,382,<517,4>,<527,5>)","|project://assignment2/data/large/1109590.java|(11363,403,<305,4>,<315,5>)",type3(),72
"|project://assignment2/data/large/57755.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/32955.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/10993.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/47340.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(12920,2402,<226,4>,<290,5>)","|project://assignment2/data/large/1966020.java|(17755,2434,<322,4>,<388,5>)",type3(),93
"|project://assignment2/data/large/45886.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/32955.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/46050.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/130398.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/43963.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/103968.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(40824,1328,<962,8>,<994,9>)","|project://assignment2/data/large/126904.java|(40746,1348,<940,8>,<972,9>)",type1(),100
"|project://assignment2/data/large/12148.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/47340.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/111245.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/103968.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/103968.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/13449.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/13449.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/130814.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(12920,2402,<226,4>,<290,5>)","|project://assignment2/data/large/126904.java|(17653,2424,<308,4>,<372,5>)",type1(),100
